Name,Category,Type,Address,Cost Range,Tips,Website
Tram 1 (Passeio Alegre),Activity,Tram Ride,"Passeio Alegre, Foz, Porto","6 EUR single (ages 4-12 3.50 EUR) - 2026 fare","OPTION A 15:30 / OPTION B 15:00 - the ride back down the river. Oldest tram line in Europe (1872), open wooden carriages along the Douro. ~25 min to Massarelos, every 20-30 min. Buy on board, cash.",N/A
Museu do Carro Eléctrico,Sight,Museum,"Alameda de Basílio Teles 51, 4150-127 Porto","8 EUR / 4 EUR ages 6-25 & 65+ / under 6 free","OPTION A 16:00 / OPTION B 15:30 - get off at Massarelos, the museum is at the tram stop. 25 historic trams inside a 1915 power plant - 24 EUR for our four (both girls fit the 6-25 band). Sat 10:00-18:00, last entry 17:30, allow 45 min. Ticket includes one free tram/metro/bus ride within 4 hrs - save it for the hop home.",N/A
Jardim do Palácio de Cristal,Sight,Garden,"Rua Dom Manuel II, Massarelos, Porto",Free,"OPTION A 17:00 / OPTION B 16:35 - 10 min uphill from the Tram Museum or one more stop on Tram 1. Daily 08:00-21:00 in summer. Free-roaming peacocks, the best free thing in Porto with kids. Walk to the western belvederes for the Douro views most tourists miss.",N/A
Museu Romântico da Quinta da Macieirinha,Sight,Museum,"Massarelos, Porto","~2.20 EUR/adult","OPTION A (beach day - dropped Aug 22, too cold). 18:00 optional, 30 min. Adjacent to the Crystal Palace gardens. King Carlos Alberto of Sardinia died here in exile in 1849. Recreated mid-19th-century bourgeois rooms, almost no tourists.",N/A
Cedofeita,Sight,Neighbourhood,"Cedofeita, Porto",Free,"OPTION A 18:30 / OPTION B 18:10 - walk back to the hotel through Porto's bohemian arts district.",N/A
Cortiço & Netos,Shopping,Azulejos,"Top of Rua das Flores, Porto",Varies,"Souvenir stop on the walk home - authentic antique and reproduction azulejo tiles, the real thing, not tourist ceramics.",N/A
Serralves Museum + Park,Sight,Museum + Park,"Rua Dom João de Castro 210, 4150-417 Porto",Varies,"OPTION A (beach day - dropped Aug 22, too cold). ALTERNATIVE AFTERNOON if you skip the hidden-gems loop. Álvaro Siza modernist building plus an 18-hectare park with farm animals, treetop walkway, rose garden. Uber from Foz ~6 EUR, 10 min.",https://www.serralves.pt
Rua Miguel Bombarda Arts District,Sight,Arts District,"Rua Miguel Bombarda, Porto",Free,"OPTION A (beach day - dropped Aug 22, too cold). ALTERNATIVE AFTERNOON - Porto's bohemian gallery quarter, 20+ galleries, the 130 sq m Don Quixote mural, independent shops. Uber to Cedofeita ~7 EUR.",N/A
Casa da Música,Sight,Concert Hall,"Avenida da Boavista 604-610, 4149-071 Porto","12 EUR guided tour","OPTION A (beach day - dropped Aug 22, too cold). ALTERNATIVE AFTERNOON - Rem Koolhaas concert hall, striking exterior, guided tour at 16:00. Uber from Foz ~8 EUR, 12 min.",https://www.casadamusica.com
The Yeatman Bar,Bar,Wine Bar,"Rua do Choupelo 88, 4400-088 Vila Nova de Gaia","15-25 EUR","18:30 pre-dinner drinks - terrace overlooking all of Porto, wine flights. Cross Dom Luís I Bridge then 5 min uphill.",N/A
Bar Clássico,Bar,Local Bar,"Near Rua de Santo Ildefonso, Porto","1.50-4 EUR","18:30 pre-dinner drinks option - old-school Portuguese bar, cheap and authentic, near the hotel.",N/A
Gruta,Dinner,Creative Seafood,"Rua de Santa Catarina 447, 4000-007 Porto","45-55 EUR/person","20:00 farewell dinner, top pick. Michelin Bib Gourmand, Atlantic seafood tasting menu. BOOK TODAY - tiny room, limited seating.",https://www.grutaporto.com/
Escama,Dinner,Modern Atlantic,"Cais da Ribeira 29, 4050-509 Porto","30-50 EUR/person","20:00 FAREWELL DINNER PICK. The turbot with hazelnut vinaigrette is legendary. NOTE THE ADDRESS - Escama has MOVED to Cais da Ribeira 29; older listings still show Rua de Mouzinho da Silveira 203, which is the old room. Open daily 12:30-15:00 and 19:00-22:30. BOOK NOW via TheFork on escamaporto.com, reservas@escamaporto.com or +351 913 595 551. Puts you on the quay for the last Ribeira night walk.",https://escamaporto.com/en/
Cais da Ribeira,Sight,Neighbourhood,"Ribeira, Porto",Free,"22:00 last night - walk back through the illuminated waterfront one final time. Pack tonight, Sunday starts at 05:45.",N/A
Restaurante Tito,Lunch,Seafood Grill,"Rua Herois de Franca 279 and 321 Matosinhos","15-20 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch option - family workhorse of the grill street sardines robalo dourada turbot Mains come with garlic parsley potatoes and cabbage No reservations",N/A
Casa Serrao,Lunch,Seafood Grill,"Rua Herois de Franca 521 Matosinhos","15-20 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch option - cod fried or grilled generous portions cheaper than neighbours Local regulars pick",N/A
Casa Expresso,Dinner,Tasca,"Praca de Carlos Alberto 73 Porto","10-15 EUR/person","20:00 farewell dinner LOCALS PICK Chalkboard menu rewritten daily dishes 5-6 EUR Sandes de rojao alheira No reservations arrive early Cash",N/A
O Rapido,Dinner,Tasca,"Rua da Madeira 194 Porto","12-18 EUR/person","20:00 farewell dinner alternative Classic tasca by Sao Bento Saturday is tripas a moda do Porto day Walk-in",N/A
Bus 500 to Foz,Transport,Bus,"Praça da Liberdade / São Bento, Porto","1.40 EUR Z2 Andante (~2.50-3 EUR cash on board)","OPTION B 12:00 - bus 500 runs the riverside road from Praça da Liberdade / São Bento out to Passeio Alegre in Foz, ~25-30 min, every ~20 min. The cheap scenic way out; it carries on to Matosinhos Mercado.",N/A
Casa de Pasto da Palmeira,Lunch,Portuguese,"Rua do Passeio Alegre, Foz do Douro, Porto","~25 EUR/person","OPTION B 12:35 lunch pick - old Foz dining room 2 min from the Tram 1 terminus. Lighter, more inventive Portuguese cooking than the grill street, warm room, no seafront mark-up. Tue-Sat 12:00-24:00, Sun to 19:00, closed Mon. Phone +351 226 168 244. NOTE listings split between no. 294 and no. 450 - it is the one on the garden side.",N/A
Tavi - Confeitaria da Foz,Lunch,Confeitaria,"Rua da Senhora da Luz 363, 4150-698 Porto","10-20 EUR lunch, 3-6 EUR coffee + cake","OPTION B lunch or the 15:00 coffee stop - confeitaria since 1935 with a glassed terrace straight out over the Atlantic. The best chilly-day room in Foz. Daily 07:30-20:00. Walk round the back and down the viaduct for Praia da Luz.",https://www.tavi.pt/en/
Mercado da Foz,Lunch,Market,"Rua de Diu 365, Foz do Douro, Porto","8-15 EUR/person","OPTION B - the warm indoor bail-out if the wind wins. Stalls plus Pão - Padaria Artesanal for sourdough and canned-fish toasts. Walk-in.",N/A
Jardim do Passeio Alegre,Sight,Garden,"Passeio Alegre, Foz do Douro, Porto",Free,"OPTION B 14:00 - 19th-century promenade garden at the river mouth: palms, obelisks, bandstand, chess tables. The Tram 1 terminus is here, so it is both the arrival and the departure point of the afternoon.",N/A
Capela de São Miguel-o-Anjo,Sight,Chapel,"Rua do Passeio Alegre, Foz do Douro, Porto","Free (exterior)","OPTION B 14:00 - 1527 chapel AND lighthouse in one building, the oldest lighthouse in Portugal, raised by Bishop Dom Miguel da Silva to guide ships over the Douro bar. A National Monument the size of a garage, and almost nobody stops.",N/A
Igreja de São João Baptista da Foz,Sight,Church,"Largo da Igreja, Foz do Douro, Porto",Free,"OPTION B ~14:20 - Foz parish church, mid-1600s. Plain outside; inside, one of the best Johannine gilded altarpieces in Porto plus eight side altars of talha dourada. No ticket, no queue, 2 min from the garden.",N/A
Farol das Felgueiras,Sight,Lighthouse,"Molhe de Felgueiras, Foz do Douro, Porto",Free,"OPTION B 14:00 - 300 m breakwater out to the hexagonal red lighthouse, Douro on one side and open Atlantic on the other. WARNING wet granite, no railing, swell breaks over it. Turn back at the first wave that reaches your feet; do not go out if water is washing across the blocks.",N/A
Pérgola da Foz,Sight,Promenade,"Avenida do Brasil, Foz do Douro, Porto",Free,"OPTION B - the 1930s seafront colonnade a Porto mayor's wife copied from Nice. Walk it north as far as the legs want and turn back at any point.",N/A
Igreja do Carmo - paid circuit,Sight,Church,"Rua do Carmo, 4050-164 Porto","~7 EUR/person (Casa Escondida alone ~2 EUR) - confirm at the door","OPTION B 17:20, the one paid stop of the walk home. The circuit covers the catacombs, the decorated halls and sacristy, and the interior of the 1-metre-wide Casa Escondida. Summer Apr-Oct daily 09:30-18:00. WARNING working parish - Mass closes the circuit without notice, most likely Saturday evening. If the desk is shut, take Café Majestic instead.",N/A
Igreja de São Martinho de Cedofeita,Sight,Church,"Largo do Priorado 72, 4050-466 Porto",Free,"OPTION B 18:10 - the oldest church in Porto, a Romanesque rebuild of the 1100s on a 6th-century Suevi foundation. Cito Facta (made quickly) gave the quarter its name. WARNING interior opens Tue-Fri 16:00-19:00 only, so Saturday is an exterior visit.",N/A
Café Majestic,Cafe,Historic Cafe,"Rua de Santa Catarina 112, 4000-442 Porto","5-7 EUR coffee","OPTION B 18:40 - the paid sit-down with no closing-time risk, 3 min from the hotel. The 1921 Belle Epoque room: gilded mirrors, carved mahogany, white-jacketed waiters. Mon-Sat 09:00-23:00. Pay the tourist premium once and sit for 45 minutes.",https://www.cafemajestic.com/
